"group","F2O7_S29_L004","F2R23_S11_L004","F1O10_S21_L004","F2R33_S16_L004","F1O8_S19_L004","F2O15_S33_L004","F1O9_S20_L004","F2R24_S12_L004","F1R11_S9_L004","F1O11_S22_L004","F2R26_S13_L004","F2R35_S17_L004","F2O1_S26_L004","F204_S27_L004","F1R5_S6_L004","F2O9_S30_L004","F2R22_S10_L004","F1O12_S23_L004","F2O14_S32_L004","F1R3_S4_L004","F1R9_S8_L004","F1O13_S24_L004","F1O14_S25_L004","F1R1_S3_L004","F2O12_S31_L004","F2R30_S15_L004","F2R28_S14_L004","F1O3_S18_L004","F1R7_S7_L004","F2O5_S28_L004","F1R4_S5_L004"
"MDTH",32.5167494978816,68.394528437725,36.260129244025,34.608018968295,60.7184755382225,53.3581815060935,36.02067319044,46.6921276333621,40.9765540976554,15.5143690129113,51.189187995495,29.0585975024015,33.7024852107564,41.5755986206227,41.6169673475473,33.1498396951183,45.6110674802151,57.3991259274316,36.7194682129977,43.0853299705759,45.4624027657736,87.8608179994768,17.7101521576453,25.003288464068,51.3030732155723,49.691661453213,76.0516727393177,49.0323341987255,19.7972226226515,31.75660670664,1.51389218712895
"PHOQ",41.0197768688335,101.427179943252,59.3394194276336,42.7242605708727,80.0279019626494,67.0655452293961,44.7306975890023,57.3282411399943,50.279630027963,25.0416493127863,62.7608594836914,35.631225036655,42.6918740249911,60.9305940065083,51.848814671239,66.2391869820338,56.1227572041322,71.2470779550767,48.405346156566,53.288241812832,82.5410544511668,114.022848173018,29.9326515340484,30.8457929583023,67.9237782912226,62.2486370542497,93.9052666445843,70.775312721265,36.3269424823411,64.8456584499223,3.65115174542864
"MDTA",34.8770726129217,83.470969381273,54.0055390296441,36.2647049882968,68.0110339579568,58.0907775679851,48.0887792848335,49.1355591146154,42.7690542769054,21.8138275718451,53.3312722213634,30.3731230092522,36.6526110930911,52.0180679003351,44.1143581332936,51.9629786461799,48.3497452626916,61.0326252667954,42.0055158758221,45.7793572547671,56.5254969749352,102.424348129415,27.0329259166875,26.3734818257553,58.5575513651835,52.1494324783269,79.529645578006,63.2523011564786,26.5724857046754,65.067732622696,2.04820707670387
"MDTB",88.900617202504,221.996357938424,135.706226279618,93.6711554245068,176.63844763626,147.813932958976,123.566912401291,126.298714631843,109.844410984441,76.2703040399833,136.563390234746,77.759239597553,93.9869947330213,132.012239545388,113.538094528105,142.338636501119,123.582834934252,156.824880577294,105.402729651368,116.5692231266,166.119273984443,263.190023545827,73.2726365677226,67.5669750515193,149.188840028819,136.540352131558,204.604173567406,159.104319093698,68.3292489548796,189.429269375972,5.61030634053669
"MDTC",209.335737637624,528.098928556304,320.802133552159,220.156853208499,422.112305399664,349.108653539639,269.64346616995,296.579195926245,258.872875887288,144.471053727614,322.195967581653,183.211992517316,221.429343712834,319.005294089077,265.133442671835,355.634867824088,290.501218308866,368.558796625673,243.264267024963,270.1287783255,395.678478824546,605.999825586466,179.845347967074,158.547814267549,354.003627239075,320.024130842792,481.318317323617,366.444418220439,193.022920570852,463.912946924273,16.5340774162907
"PMRF",4.35413642960813,0,0,4.36209988752774,0,0,0,5.2769906780009,5.00107550010755,0,8.8112536713557,4.68931695232317,0,0,8.9272401968093,0,5.63845425803983,5.92031710539689,0,5.04413619167718,3.71650821089023,0,0,3.79269522515017,4.86944423741025,0,10.4339185160649,0,1.2012877805007,0,0
"ARNA",54.9031681107153,138.525388557151,83.2905939070674,58.3639845578624,104.75918703827,92.5185748265123,61.3112259621691,78.5388690402858,68.7065318706532,32.798833819242,85.7054523772718,48.7006420951514,58.6936039417389,81.8398173782117,70.8774414790517,72.1674429859053,77.0051752955154,97.4438459193007,65.1120854253589,72.6432037907448,112.618841832325,155.184442312723,45.9902718882514,42.3115710089008,93.1653871953492,84.2121726695862,127.691288506128,95.6750059004012,54.2501561674115,116.81101487897,4.2151507955355
"EVGS",82.3327615780446,186.634481006225,110.139501487332,100.054716235523,88.3350772059989,161.374169343567,25.8152530367028,136.565233460638,118.448411844841,14.4210745522699,156.151315063048,85.9497446786996,93.1374820443909,130.336587498179,114.935887878336,71.1995644546609,136.833202440645,176.847240573229,97.9067958418782,117.371699338912,97.5799481417459,134.298421557513,38.6006485407832,75.908712237471,153.064520136146,136.674412369291,231.069890692282,116.208402171348,58.2384315986738,55.7406173662003,4.39325575872714
"EMRB",43.0282505754204,101.215432177191,61.6217047902349,44.7153235857373,82.3107898157836,70.5720801353572,52.0765012986332,60.6956593158392,52.5561052556105,31.1328613077884,66.183777576574,37.6030132969311,45.0241724974128,60.8820243819515,53.9734605635903,54.8061218317101,59.2843190559617,75.9223498323,49.6605614878721,55.8103099086706,79.0838375108038,123.135955350135,32.6764779246695,32.6106020081554,70.8802265782217,65.063902046653,99.1719112288837,68.1791361812603,35.0776031906203,73.5065511880968,3.14652101638566
"ACRS",16.3170163170163,35.7853724643205,20.8995794440455,17.2964100069915,27.2995339103967,27.3411637772492,10.1267151139911,23.4281959673114,20.7213020721302,3.74843815077051,26.3895943289976,14.7884119520704,17.2682761070695,23.9448249065035,20.7246160727598,18.5711693182506,23.0975251213275,29.2204492326456,18.8812672371119,21.4948985440789,26.9662921348315,35.318740734281,9.22923422299825,12.6057789275223,27.1794489577899,24.2425596568058,38.5226896323286,26.1092754307293,12.3972898947672,21.9853431045969,1.09831393968179
"ACRE",32.2675228335606,86.7742345318257,52.0309775361576,33.6048879837067,65.9183867592505,53.9466908609401,44.4421124432668,45.5012114492218,39.9189789918979,29.5189504373178,49.1575204823002,28.1485413822741,34.0731816567042,51.5809412793239,41.2442224541524,58.7381283648902,44.6042006484222,56.2811261307043,38.8763170921434,42.3019603347472,85.2203975799481,94.7501526118427,31.5228236467947,24.3565571973517,54.5576507415965,49.5129144695683,73.6336535276582,59.8005664385178,38.3451059535822,80.168776371308,3.14652101638566
"ACRF",87.8157481931067,230.466268580866,138.732177659247,92.2120558105602,171.184882209328,148.157230082637,108.84906996878,124.902468071126,108.948160894816,64.4523115368597,135.061722942385,76.8239041407553,93.1065906738953,140.633347904221,112.624869539287,144.395378380013,122.555830765823,154.9191991056,105.579520543102,115.613894302419,208.470181503889,257.30356675678,72.9608381142429,66.679089753146,149.014931306055,134.9092859058,202.186154355747,156.242624498466,97.3523617317765,166.333555407506,8.34124910947518
"VANYB",0,0,0.256436557595651,0,0,0,1.04940052994727,0,0.215100021510002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRI",0,0,0.692378705508257,0,0,0.490424462372183,1.18057559619068,0,0,1.40566430653894,0,0,0,0,0,0,0,0.508181725785141,0,0,0,1.17729135780937,1.62135195809429,0,0,0,0,0,0,0,0
"CEOA",0,0,0.820596984306083,0,0.72925584197343,0,1.52163076842354,0,0,1.30154102457309,0,0,0,0,0,0,0,0,0,0,0,1.22089474143194,1.30955350461462,0,0,0,0,0.796554165683266,0,0,0
"CEOB",0,0,4.51328341368345,0,2.75848948920384,1.81457051077708,7.00474853739801,0,0,7.34069137859225,0,0,1.45189441329565,0,0,0,0,2.46468137005793,0,0,0,6.19168047440481,7.98204040907957,0,1.83846364065489,0,0,4.80882700023602,0,0,0
"APH4",0,5.92893744970991,48.4152220740589,5.04605283156519,42.3602523859349,0.514945685490792,50.8696906891938,0,35.2405535240554,4.89379425239484,6.91208621336926,5.96592345416856,10.9973278964521,0,0.410019382734457,21.7772669529974,0,0,0.477335407679796,0.554090718025144,4.92653414001729,56.7280020929624,49.3888750311798,21.2215547858114,43.0051427293732,0,6.160980457105,25.4012272834553,11.2921051367065,29.3137908061292,59.3386369033484
"ERMC",0,0,0,0,4.75601636069628,0,6.74239840491119,0,0.376425037642504,6.76801332778009,0,0,0,0,0,0,0,0,0,0,5.18582541054451,5.58123310368885,1.02893489648291,0,0,0,0,14.3379749822988,0,0,13.6843980052244
"QNRD",1.53934116198267,0,0,0,0.443894860331653,0.88276403226993,0.708345357714406,0.739189355673278,0,1.04123281965848,0,0,0.725947206647823,0.558550682403225,0,1.20984816405541,1.44988823778167,0.533590812074398,1.13146170709285,0,0,1.56972181041249,1.65253180344225,0,1.59002260813396,0,0,0,0,13.9906728847435,0
"OQXA",0,10.502689196629,0.487229459431737,0.197586406055263,6.08770094169124,0,0.393525198730225,34.6187014906985,1.52362515236252,1.24947938359017,0,0.505586733404116,0,0,0,0,33.4279788155219,9.73168004878545,0.318223605119864,0.382131529672513,0,0.872067672451382,0,0,1.26704926585675,0,0,5.28085909841869,0,0,0
"OQXB",0,29.8987845678228,0,0.623157126789677,20.1655093693522,0,2.12503607314322,116.812451234036,3.92557539255754,2.96751353602666,0,1.60523787855807,0,0,0,0,112.688535814253,25.409086289257,0.848596280319638,3.61114295540525,0,3.22665038807011,2.86854577201297,0,4.19865344960374,0,0,19.7663441113996,0,0,0
"QNRB",0,76.3985939948334,0,35.7783384503146,0,28.9350432799588,0,47.6366473656113,0,0,42.9521012300422,29.8801759441832,15.0749888018782,0,0,5.08136228903273,42.1474455788477,0,0.176790891733258,0,0,0,0,0,0,25.3597283045849,52.7658164955283,0,0,22.8736397956918,0
"NORA",0,0,5.12873115191302,0,4.81942991217223,0,8.6050843455676,0,0,9.8396501457726,0,0,0,0,0,0,0,5.08181725785141,0,0,0,8.11022935379785,12.5966575205787,0,0,0,0,7.52301156478641,0,0,0
"FOSB",0,0,0.692378705508257,0,0.602428739021529,0,0.787050397460451,0,0,0.989171178675552,0,0,0,0,0,0,0,0.355727208049599,0,0,0,1.22089474143194,1.46545273135445,0,0,0,0,0.767052159546849,0,0,0
"VANC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864927201960502,0,0.356209926383282
"VANHB",0,0,0.538516770950867,0,0,0,3.51549177532335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VANHA",0,0,0,0,0.443894860331653,0,0.891990450455178,0,0,0,0,0,0,0,0,0,0,0.406545380628113,0,0,0,1.00287782331909,1.06011474183088,0,0,0,0,0,0,0,0
"VANRA",0,0,0,0,0.253654205903802,0,0.419760211978907,0,0,0.728862973760933,0,0,0,0,0,0,0,0,0,0,0,0,0.685956597655276,0,0,0,0,0,0,0,0
"VANSC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768824179520446,0,0
"VANSA",0,0,0,0,0.760962617711405,0,1.15434058294199,0,0,1.71803415243648,0,0,0,0,0,0,0,0.660636243520683,0,0,0,0,2.837365926665,0,0,0,0,1.38659428841161,0,0,0
"VANTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40257556100139,0,0
"VANWB",0,0,0.282080213355216,0,0,0,0.708345357714406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERM42",0,0,15.0784695866243,0,1.04632359935318,0,5.8766429677047,0,0,0,0,0,0,0,0,0,0,0,0,2.59849440177309,0.864304235090752,0,55.7183836368172,3.70500285000219,0,0,0,16.403115411848,0,0,0
"ERMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212149070079909,0,0,0,0,0,0,0,0,0,0,0,0
"ERMG",15.0708829954113,0,34.1573494717407,0,3.3292114524874,0,10.1791851404885,0,5.34165053416505,42.0137442732195,0,0,11.5533725653739,37.6171742192433,5.46071268823617,0,0,0,1.6441552931193,3.59203637892162,0,0.348827068980553,13.9685707158892,0,0,0,0,29.9740382346,1.34544231416078,0,1.84041795298029
"ERMR",0,0,1.6155503128526,0,4.94625701512413,0,0,0,0.233025023302502,5.04997917534361,0.971667071527946,0,0.23168527871739,0,0,0,0,0,0,0,1.21002592912705,1.96215226301561,3.14916438014467,1.8525014250011,0,0,0.59622391520371,4.100778852962,0,0,0.682735692234624
"LNUB",0,0,8.74448661401169,0,5.67551285709756,0,4.61736233176798,0,4.21237542123754,11.9741774260725,12.9187553828147,0,0,0,0,0,0,2.03272690314056,0,6.49623600443273,2.0743301642178,6.97654137961106,8.91743576951858,0.679615907396852,0.894387717075352,0,9.40708843988076,5.90040122728345,18.6920378645908,0,34.225837093327
"ERMQ",0,0,0.307723869114781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LNUF",0,0,0,0,3.51945210691525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22665038807011,1.55899226739835,0,0,1.3182590043793,0,0,43.9671327663255,0,0
"LSA",0,0,0,0,0,0,0.393525198730225,0.431193790809412,8.08417580841758,0,0,0,0,0,0,0,0.422884069352987,0,0,2.02529710726432,0,0,0,0,0,0,0,0,1.29739080294075,0,67.7986226549513
"MPHA",14.2645614343728,115.868377588616,76.2898758847061,31.0514636593002,89.1911601509242,22.4123979304088,48.298659390823,60.0796681861115,55.9618555961856,0.676801332778009,2.80458450191021,33.5962384347035,14.9050862641521,0,54.7748620843894,0,56.8074266497513,26.5270860859843,30.9030478749735,47.5562688677443,119.446845289542,1.7005319612802,3.05562484410077,28.4671372824133,70.3585004099277,71.0519259987488,2.8817489234846,15.2525371725277,16.6738743933497,0,2.73094276893849
"MSRD",33.5283165471845,0,63.2372551030875,0,1.42680490820888,1.37318849464211,1.49539575517486,0,0.483975048397505,80.9037900874636,0,0,27.0608405541912,79.9698868327748,0.689578052780677,0,0,0,6.31143483487731,8.90366464136956,0,0,3.83512097779995,0,0,0,0,57.764928015105,5.28566623420307,0,0
"ERMT",1.58332233803932,0,2.35921632987999,0,7.2925584197343,0,0.131175066243408,0,0,7.08038317367763,0.795000331250138,0,0.849512688630431,0.461411433289621,0,0,0,0,0,0.57319729450877,2.24719101123596,1.91854887939304,3.89748066849588,2.43346341035647,0,0,0.264988406757204,7.70002360160491,0,0,0.504630729042983
"VGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560538116591928,0,0,0
"MDTD",39.0113031622466,94.566552322873,59.1086265257975,41.9187159923397,79.0766986905102,66.1092175277703,48.7184196028019,56.589051784321,49.132429913243,27.2282382340691,61.0825254510523,34.8602052682138,42.0586009298303,56.4379037350041,50.2460116296407,55.108583872724,55.6394611248716,70.2561235897957,46.9733399335266,51.7979288471092,65.4278305963699,116.115810586902,28.3424794213021,30.2209847853729,66.6070408188616,61.2431852712485,91.6197416363034,68.0611281567147,33.7321608764596,72.1741061514546,2.96841605319402
"CPXAR",104.074122942047,216.067420488714,121.756077546415,112.15308386783,180.823742033673,165.469213604375,102.211611616864,158.88464539444,133.899763389976,58.9337775926697,161.672150696729,94.1655290965165,113.046970328839,133.3479042207,128.969733114656,120.621861956324,154.876256066373,180.658603516618,118.078636588643,140.54797661355,145.980985306828,257.521583674893,60.5200798204041,84.0421800324462,164.070457876823,162.793815354366,239.417025505134,134.293131932971,56.3163711498727,125.916055962692,4.45262407979102
"MDTL",31.9156734251074,77.4149832719265,49.3640373371628,33.9544639328814,62.4940549795491,53.8240847453471,36.9913686806412,46.3019999178679,40.2416290241629,19.0545605997501,50.1512708963629,28.6035694423378,34.0577359714564,49.5167322356598,41.3560459221709,48.4544189704192,45.3694194405848,57.5261713588779,38.0807580793438,42.875157629256,53.3275713050994,93.2240341850528,23.5096033923672,24.9594422764941,53.8123276440337,48.7755831620341,74.8261013580656,51.9235308000944,30.8010186920379,76.1714412613813,2.67157444787461
"MEPA",0,0,6.28269566109345,0,7.7998668315419,0,11.3072907101818,0,0,9.37109537692628,0,0,0,0,0,0,0,5.66622624250432,0,0,0,9.24391732798465,17.2112746320778,0,0,0,0,7.75902761387774,0,0,0
"ADEAI",0,0,0,0,0,0,0.47223023847627,0,0,0,0.419583508159795,0,0,0,0,0,0,0,0,0,0,0,1.46545273135445,0.164423203402464,0,0,0,0,0,0,0
"ASMA",52.0004104909765,135.899716257993,72.8536260129244,54.2602668936377,108.881067884207,87.0258208479439,51.0533357819346,120.857459652581,66.1791066179107,26.9679300291545,80.4054501689376,46.5139794731786,55.1256506494911,71.9801835931808,66.3113165349635,92.2509225092251,117.541633943495,101.890436019921,62.2127148009335,69.2422331766594,96.9749351771824,134.865265544606,34.7343477176353,39.3629148945499,88.2710988546869,77.978371614979,120.006624710169,95.3504838329006,38.6334150209024,95.9360426382412,2.76062692947043
"NALD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986539220414785,0,0,0,0,0,0,0
"NFXB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548077344674881,0,0.0893734918223255,0,0,0,0,0
"MEPR",0,0,1.97456149348651,0,2.82190304067979,0,3.17443660309048,0,0,2.49895876718034,0,0,0,0,0,0,0,2.03272690314056,0,0,0,2.61620301735415,4.14691943127962,0,0,0,0,2.80269058295964,0,0,0
"ARLR",0,0,0.666735049748692,0,0.856082944925331,0,1.07563554319595,0,0,1.0932944606414,0,0,0,0,0,0,0,0.43195446691737,0,0,0,0.828464288828813,1.90197056622599,0,0,0,0,1.00306820863819,0,0,0
"MEXT",0,0,0,0,0,0,0,0,0,0,0.287083452951439,0,0,0,0.149097957357984,0,0,0,0,0.286598647254385,0,0,0.74831628835121,0.361731047485421,0,0,0,0,0,0,0
"ADER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155899226739835,0,0,0,0,0,0,0,0
"ADEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515877565057893,0,0,0.592417061611374,0,0,0,0.662471016893011,0,0,0,0
"CMXAB",0,6.2253843221954,104.241460662632,7.09791166367754,89.3496940296141,14.5656065324538,110.187055644463,0,70.1584570158457,93.7109537692628,29.01751209063,9.23959755296021,14.5652811886999,5.99834863276507,2.75831221112271,46.2766922751195,0,2.7187722329505,26.3948801357754,1.05086170659941,54.5375972342265,90.2154007150955,94.4437515589923,38.4859911430701,71.4267968497677,53.3336312449727,38.39019542895,101.427897097003,7.83239632886454,22.8736397956918,40.1329850391831
"FEXA",0,0,1.41040106677608,0,0,0,4.27630715953512,6.87856761529301,0,0,0,0,0,0,0,0,5.71900360458326,0,0,0,0,0,0.935395360439012,0,0,5.8763070873179,0,1.44559830068445,33.1555427418192,0,173.622654951318
"CATP",0,0,4.97486921735563,0,0,0,9.07731458404387,0.164264301260729,0.340575034057503,44.8771345272803,0,0,0,0,1.30460712688236,0,0.221510702994422,0,0,10.9480683251175,0,0.697654137961106,0,0.142500109615469,0,0,0,3.95326882227991,0,0,0
"dha",0,0,7.46230382603344,0,6.43647547480897,0,12.1730461473883,0,0,10.7246980424823,0,0,0,0,0,0,0,6.07277162313243,0,0,0,9.37472747885236,16.1511598902469,0,0,0,0,8.49657776728817,0,0,0
"ARR",0,0,0,0,0,0,0,0.677590242700505,0,0,0,0,0,0,0,0,0.704806782254979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SULI",33.5576373312222,92.194977342989,598.47163811673,444.979785390765,809.854465899363,144.331919276133,757.352362462943,439.386472834791,609.880260988026,304.925031236984,341.38639224433,379.202689721422,79.4834962853127,363.470785370829,529.763679737588,122.557619018813,389.979661289998,769.564996442728,230.747471890248,561.943520959914,598.876404494382,1107.96197784948,698.085557495635,346.768535975797,591.662318948597,659.598713021718,420.337860218615,344.435921642672,216.520109557446,53.0757272929158,272.767751127998
"TET32",0,0,97.1381680172325,10.3504878864334,135.229398522464,0,89.1203400057717,12.1144922179787,39.9010539901054,136.765930862141,0,0,1.46734009854347,32.6145028898927,23.5388400178918,0,11.236633842808,24.0369956296372,23.8844494731631,0,0,94.0524984738816,79.6956847094038,0,0,0,0,95.2029738022186,0,0,0
"TETM",90.4106375804489,81.2687926142379,93.8814237357678,0,187.894353023241,42.0048552021775,57.4546790146129,0.677590242700505,427.296192729619,86.8388171595169,52.7791886579953,0.353910713382881,57.8286455678606,279.882461508573,65.901297152229,108.52338031577,0,14.8643154792154,101.63708365745,50.8043868699606,12.5324114088159,69.7654137961106,181.809678223996,165.924935326873,32.9432809122755,57.4671552417553,25.405763497847,112.284635355204,143.337657969343,0,366.718119211589
"TETW",87.522540352729,827.764367085927,522.617704379936,227.148372191993,606.392085988776,486.280375665138,551.355038434294,282.780994620344,362.461461246146,1060.33944189921,441.711017379591,185.095303099247,294.750011584264,388.289863519355,330.60608319666,1110.09618292904,261.644414909684,461.454416099197,340.852839261721,385.188581909893,1154.53759723423,772.564751024679,658.611873285108,205.539965799974,417.306402325408,300.630083117347,655.879430274926,607.475808354968,272.788429196098,2700.64401510104,426.739491807172
"TET40",12.5199747841257,195.273789861517,209.431736588368,12.7063258047846,235.961825042011,158.701356023638,237.662985019807,79.6887191491109,96.436509643651,424.979175343607,154.406731002805,17.0256332473836,47.6344933042954,92.3065714702026,92.6271060086477,425.564091706491,72.0312531464589,172.807195853237,132.94675058341,121.670679047728,289.887640449438,238.161681346472,269.393863806435,30.4950234577104,3.99990062358699,61.8687997140048,227.625041404439,252.80269058296,24.3621161885541,0,58.8933744953693
"TET31",11.0832563662752,0,11.8217253051595,0,0,0,0,0,0,0,0,0,8.3097786633304,0,0,0,0,0,0,0,0,0,4.08455974058369,0,0.596258478050235,0,0,0,207.67863149296,0,123.78294941819
"TET38",0,0,4.35942147912606,0,4.15358762167475,0,6.24393315318624,0,0,5.31028738025823,0,0,0,0,0,0,0,3.86218111596707,0,0,0,5.18880265108572,10.1334497380893,0,0,0,0,5.13334906773661,0,0,0
"TET44",0,0,9.35993435224125,0.9119372587166,0,0,0,0,6.47092564709257,10.5685131195335,0,0.720461095100865,0,0,0.577754584762189,0,0,0,1.39664804469274,3.66846268485613,0,0,11.8795210775755,0,0,0,0,13.8659428841161,3.31555427418192,0,0
"TETG",0,35.4042264854106,154.297876705303,0,97.7519896001776,0,158.538185061783,0,5.05485050548505,120.939192003332,0,0,64.7328668736389,1.04424692797125,0,0,0,0,0.618768121066403,0,11.6681071737252,234.368186971309,143.146669992517,0.252115578550445,0,0,0,154.56101014869,0,0,0
"TETL",65.0774801718198,32.1433108880701,43.0044107087906,0,25.3654205903802,48.8217552291508,88.0971744890731,0,43.6115293611529,85.0687213660975,6.07291919704967,0.56878507507963,49.6733237570085,24.7947933362475,0,1.99624947069143,0,3.4302266490497,85.7789406689767,19.6415606251672,24.4598098530683,27.426528298596,63.419805437765,2.37865567588898,35.9494174057787,1.40763249620163,1.88804239814508,41.2733065848478,29.7438854451973,4.66355762824784,223.699833768701
"TETO",32.8099573382592,308.431796044552,238.126987383321,25.1694683405782,338.374710675671,119.271229248915,275.047878899179,77.5943493080366,140.603714060371,496.876301541025,173.177572157322,19.8189999494413,73.1816567041997,152.557190732916,81.9666020575518,285.100719859658,76.4816045429831,151.971745096046,119.280814652429,123.409377507738,357.303370786517,348.652655446063,325.174607133949,23.2275178673214,43.750465826936,51.8813120028599,233.653527658165,280.416568326646,32.675027629619,201.421274705752,171.66350035621
"TETQ",137.485156353081,583.068648625757,375.089752795158,126.607289418488,459.653127873427,267.918883793924,373.953878846709,225.658083856926,154.889940488994,728.915035401916,290.528454386856,119.053036048334,172.21939051326,329.447763368789,232.946921127181,576.916097029823,223.866771380817,311.845716028052,222.402941800438,218.904046772899,455.056179775281,578.834917589605,456.161137440758,54.9721576708905,3.9750565203349,186.455447314327,425.770122557138,418.426953032806,124.789774638412,7.77259604707972,163.055093801947
"TETS",0.79166116901966,0,14.0527233562417,0,23.2727733916738,0,24.9232625862476,0,0,30.716368179925,0,0,0,0,0,0,0,14.8643154792154,0.353581783466516,0,0,29.6066974797244,32.2711399351459,0,0,0,0,27.9088978050507,35.8944788813608,20.6528980679547,85.5200664925196
"TETX",0,0,99.702533593189,0,90.2374837502774,49.18957357593,90.4320906682058,0,1.02172510217251,97.6155768429821,0,0,0,81.25698188353,82.917101535709,6.89613453511584,0,1.77863604024799,56.5377271762959,6.4771294279491,32.0656871218669,99.4593180430801,112.434522324769,0.427500328846407,0,0,0.331235508446505,107.092282275195,171.495843544279,0,121.705058180955
"TETJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74413534490276,0,0,0,0,0,0,0,0,0
"TETY",0.161264312207708,0,10.0010257462304,0,3.4560385554393,0,0.787050397460451,0,0,1.56184922948771,0,0,0,0.315702559619214,0,3.690036900369,0,0,0,0,0,0,0.467697680219506,0.120577015828474,0,0,0,1.5341043190937,0,0,0
"DFRD",0,0,0,0,0.221947430165826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912978713180529,0,37.3723581097127
"DFRG",0,0,0,0,0,0,0,0,1.16512511651251,0,0,0,0,0,0,0,0.140961356450996,0,0,0.305705223738011,0,0,0,0,0,0,0,0,0,0,0.148420802659701
